author,published,title,content,language,site_url,main_img_url,type,label
recrisp,2016-10-27T02:54:51.149+03:00,finally my first thread,the influencing machine and magnus olsens blood page  first off i just heard of this about  months ago his blood is clumping up and they found crystals that seem engineered in the blood using an electron microscope then today i read this remote influencing as we all know all electronic circuits need power in the case of remote influencing psychotronic generators provide this power tim rifat has developed the psychotronic generator from simple pavlita generators to the far future bone generatorstm using your own skull and bones as psychotronic crystal generators these bone generatorstm change the quantum wave function of reality remote influencing the science of remote influencing is based on quantum mechanics only tim rifat has developed science to explain remote influencing the process is to decohere the quantum wave function decollapse it and return it to its quantum vacuum grand state modify the quantum wave function to the remote influenced event collapse it using hyperinfinity so it manifests as your remote influenced event see wwwsupernaturalspiritcom services for full explanation in effect we zap the thing to be changed make it vanish and remanifest it as the event we went in laymans language this takes energy supplied by psychotronic amplifiers in your psychotronic bone generatorstm as well as hyperinfinity the operator that holds the new event in being supplied by your bone generatorstm only one event can be carried out at a time explained on wwwpsychicpowergamblingcom so tim rifat has arranged to quantum mechanically change your skeleton into bone psychotronic generatorstm for one specific event and give you the energy and psychotronic fuel with the hyperinfinity to manifest  of these singular events after which your bone generators which are acting as psychotronic batteries run out of energy ive experienced temporal effects both physical and mental in being attacked by some kind of possibly similar technology i have no dount im on a similar program as magnus i get tortured bad thats all ill say,english,abovetopsecret.com,http://files.abovetopsecret.com/images/ats6.jpg,bs,Fake
Profusion,2016-10-27T02:54:51.356+03:00,russia puzzled by norways decision to host us marines,why isnt observer evidence like eyewitness accounts counted as evidence for ufos page  link eyewitness accounts have been used by science for years newton used eyewtiness accounts in the principia when talking about comets he came up with a theory on comets based on recorded sighting throughout the world like a boy saw a comet and this is what he described there wasnt any internet to even verify the credibility of these eyewitness accounts yet newton used them to come up with a theory about comets which helped lead to his equations of gravity so if eyewitness accounts are so unreliable how did newton use them to come up with his theories we also saw this with meteorites this is from wiki although meteors have been known since ancient times they were not known to be an astronomical phenomenon until early in the th century prior to that they were seen in the west as an atmospheric phenomenon like lightning and were not connected with strange stories of rocks falling from the sky in  yale university chemistry professor benjamin silliman investigated a meteorite that fell in weston connecticut silliman believed the meteor had a cosmic origin but meteors did not attract much attention from astronomers until the spectacular meteor storm of november  people all across the eastern united states saw thousands of meteors radiating from a single point in the sky astute observers noticed that the radiant as the point is now called moved with the stars staying in the constellation leo astute observers saw meteors radiating from a single point in the sky and to this day this is still called the radient i thought science never uses eyewitness accounts also heres a list of published papers and studies on ufos this page offers a list of  articles papers and monographs about ufos  uaps published in professional journals and specialty publications two polls of professional  amateur astronomers respectively on whether they see ufos or not finally  phd dissertations and academic publications about ufos very little peerreviewed literature has been published in which academics have proposed studied or supported nonprosaic explanations for ufos wwwhypernet why arent there more nonprosaic explanations of ufos that alone lends support to the notion that extraterrestrial visitation has occurred i have had  sightings myself two looked like probes it was real windy one day and the wind was almost knocking me over then this round orb passed in front of me going against the wind it slowed down and then it sped back up where are all the scientist explaining ufos why are there still these unidentified objects in the sky we have aeriel phenomena in the sky that can avoid radar outrun our best planes and cause nuclear facilities to malfunction after  or more years of these sightings why cant scientist explain these things like newton did with comets based on eyewitness accounts or what happened with metorites heres  eyewitness accounts,english,abovetopsecret.com,http://files.abovetopsecret.com/images/ats17.jpg,bs,Fake
sanitizedinfo,2016-10-27T02:54:53.333+03:00,the influencing machine and magnus olsens blood,watch up mission impossible against voter registration to make trump win starts from indiana page  the peace of god to all that belong to the light dear readers a so serious and suspicious move in indiana today is practically leaving  voters the major part of which are african american possibly out of any possibility to vote this november th presidential election this following instructions of the vice presidential republican nominee and governor of the state mike pence please read thinkprogressorg patriot majority alleges the investigation and raid were political moves and that lawson worked closely with gov mike pence r who has pushed the voter fraud conspiracy on the campaign trail alongside donald trump weve seen nothing but partisan activity from the secretary of state and even from the police buck said they saw that there was a very successful voter registration drive happening and this was an attempt to shut it down its clear that the governor or the governors staff are very aware and involved in whats happening he continued it fits into the trumppence narrative that in certain neighborhoods you have to watch how many times people show up to vote and how things happen if this situation is not fully clarified in the following hours we could see in the general election how trump will probably take indiana with a really small margin of votes by blocking these voters to be able to express their decision freely all this operation of today is part of carefully designed republican strategy to use the excuse of a possible fraud to justify arbitrary measures that will prevent many americans to elect the next president is a political boycott of the general election please check theinterceptcom this is an red alert to all voters that oppose donald trump to watch carefully the behavior and decisions taken by the republican governors to try to favor their candidate they saw that there was a very successful voter registration drive happening and this was an attempt to shut it down please check wwwdailykoscom the thread is open not only to discuss this so dark operation but also to invite other members of ats community to report irregularities of any kind that are right now taking place to assure that on november who become elected will be president not because it has really the support of the majority but because thousands of americans are going to be deprived of their right to vote voter registration drives across the country follow similar protocol without being subject to investigations a huffington post investigation reported that it seems the extraordinary investigation is likely to find no more than potential technical violations of obscure regulations for thirdparty voter registration groups thanks for your attention,english,abovetopsecret.com,http://files.abovetopsecret.com/images/ats6.jpg,bs,Fake
neoholographic,2016-10-27T02:54:54.209+03:00,why isnt observer evidence like eyewitness accounts counted as evidence for ufos,link donald trump could have a disability that used to be known as aspergers and this can cause people trouble when they try to socialize because their theory of mind is not complete basically they have trouble thinking of how others perceive their actions these people tend to be highly intelligent trumps iq is  which makes sense considering he has built more businesses than most of us have and although he could have invested his fathers money and made the same amount back as he did in the end through business deals he put a lot of work and thought into his business i would like to know what kind of medicines trump is on and what his mental health diagnosis are if he has aspergers then that would explain why he makes so many social mistakes being super rich from a young age might also account for it since he would not be trained to interact with people on an equal level which is a lot more complicated than interacting with people when you are rich and they are poor however an article in the new york times recently focused on trumps fears of making social blunders he has a fear of losing social status or being embarrassed publicly however he doesnt seem to do well publicly which must be a disability because he would want to be a good public speaker and not make social gaffes yet he still does it it must be accidental donald even stated he is a difficult man to be married to which means he knows himself and his weaknesses many people with aspergers dont get married because they have a hard time in relationships,english,abovetopsecret.com,http://files.abovetopsecret.com/images/ats16.jpg,bs,Fake
The angel of light,2016-10-27T02:54:55.783+03:00,watch up mission impossible against voter registration to make trump win starts from indiana,nanobots causing overwhelming depression not far off the end now page  hello ats im subject to a fierce experiment or how it feels to me  torture im not an expert on biology or how the brain works in detail so forgive me if this post is a little simplistic basically ive nanobots which supposedly dont exist in my brain and i assume they act on my brain chemicals in such a way as to cause chronic depressionsuicidal depression in fact to cut to the chase as you say in the usa they also electrocute my nerves all at once causing agonising pain the bots are remoteradio controlled by the english ss and they are very similar to the nazi ss in their treatment of me i think so basically i hear voices the ss again and am suffering from feelings that i want to die about my quite happy previous life before this happened  i was just a young lad who e naonwanted career in computer programming and studied mathmaths to a high standard my tutor said i was doing the work of a professor and still lived at home bashing away at my computer to try and achieve my ambition as a lot of you will know though computing is a conspiracy theory too ie its not all it states it is so i suppose im doubly unlucky why they cant just use a monkey instead of driving me to my death i dont know i really dont anyways oh i forgotthe nanobots block the action of nearly all the psychoactive drugs ive tried liked antidepressants etc,english,abovetopsecret.com,http://files.abovetopsecret.com/images/ats13.jpg,bs,Fake
darkbake,2016-10-27T02:54:57.851+03:00,is donald trump autistic,yet another proof of wrong touchscreen calibration page  now i dont agree with their claim about such equipment not needing a calibration  touchscreen devices need it but this really had to be done on purpose to favor one side and not the other coincidence you say if someone can grab it and upload it to youtube that would be great  it may disappear from chan i dont have the link for that thread there but judging by the names on the screen its from virginia yet another place somehow ats will not let me upload a gif but here damn ive jumped the bandwagon mods  or hoax it that video isnt from  a reply to jedi_hamster aah then so am i  damn and i promised myself to stay out of this political garbage i now know why edit on  by eartoccupant because no reason given damn ive jumped the bandwagon mods  or hoax it that video isnt from  hi jh how do you know its not from  just curious as i am not in that neck of the woods thanks now i dont agree with their claim about such equipment not needing a calibration  touchscreen devices need it but this really had to be done on purpose to favor one side and not the other coincidence you say if someone can grab it and upload it to youtube that would be great  it may disappear from chan i dont have the link for that thread there but judging by the names on the screen its from virginia yet another place direct link edit this video was actually taken back in  in virginia during the  congressional elections see it on youtube here the reason listed for the issues that arose in the video was a calibration error not entirely out of the realms of possibility given the number of touchscreen devices used during the elections across the united states that year edit on  by kelbtalfenek because more information and a quote,english,abovetopsecret.com,http://files.abovetopsecret.com/images/ats3.jpg,bs,Fake
willz,2016-10-27T02:54:59.244+03:00,nanobots causing overwhelming depression not far off the end now,it seems there isnt going to be a halloween writing contest so i thought i would post the story i preemptively wrote for it i hope you enjoy it master of the estate this coach really is quite wonderful jonathan i can barely feel the bumps and i dont feel like im about to be thrown out the window eleanor exclaimed it is grand isnt it its all grand the trip our coachand you she said smiling and snuggling in closer to jonathan on the wide leather seat i could do without this fog though i would like to see the moon and stars later tonight he pulled the curtain aside slightly with a gloved hand and peered mournfully through the window at the white mist that nearly obscured everything he could hardly see the tops of the trees it was so thick just then a particularly large bump jostled them roughly followed closely by another oh squealed eleanor jonathans brow drew down driver he called out the window is everything alright beg pardon sir i fear i may have taken a wrong turn at that fork back a ways theres a house up aheadill check in with them and make sure sturbridge village cant be far now and were better safe than sorry with this fog rolling in if you take my meaning sir dont want to be out past dark in this soup jonathan looked at eleanor well it would be nice to stretch our legs for a moment she said she was not quite as cheerful as she had been just minutes ago the october afternoon was cooling off as evening approached and jonathan could see his breath the coach trundled past wellmaintained stone gables and a heavy wroughtiron gate standing open on one side oil lanterns hung from black hooks in the gables glowed dimly in the fog and additional lanterns spilled pools of yelloworange light on a cobblestone drive as they made their way up toward the house eleanor gasped as the massive shape of the house came into view its beautiful jonathan made a surprised hm but otherwise said nothing a welldressed footman dashed out to lower the stairs of their coach and open the door then offered a whitegloved hand to eleanor as she peered out with a flashed smile at jonathan she accepted the young mans hand and descended the driver was speaking quietly with another footman and an older man emerged from the heavy oak door of the house as jonathan descended the steps of the coach the older man  clearly the butler  bowed to eleanor and jonathan welcome to the anne union keyes estate i am mister walker and i am at your service the master of the estate has invited you in for the evening meal the butler spoke with some kind of british accent but beyond that jonathan not say from where exactly good lord man we just arrived unannounced yes sir but herr von graeff enjoys entertaining and was notified of your arrival as you drove up i would be honored if you would follow me he gestured toward the polished steps eleanor was the type of woman who once her mind was made up proceeded without hesitation she must have decided they were staying for dinner for with a delighted squeal she headed for the house they were greeted in the foyer by an elderly man jonathan estimated he was in his seventies hair fully white with deep creases in his face on age showing on his hands however the man was tall and straightbacked and he carried himself proudly there was a stiffness to his movements and he used a cane to walk but when jonathan shook his large hands the mans grip was as firm as a man half his age welcome he said warmly and with what jonathan thought was a german accent i am gottfried hansjürgen von graeff please be welcome in my home how may i call you the mans eyes were unusual but jonathan could not place what it was about them that seemed so he shrugged it off thank you herr von graeff i am jonathan rockport this is my fiancée eleanor harrington we really have only stopped to find our way back to the highway we are trying to get to sturbridge village to stay for the night before continuing on to fall river in the morning ah yes well you will not make it to sturbridge village in this fog herr von graeff pronounced the name of the town with a sh sound at least not before dark even if you left now it is fifteen miles yet why dont you join me for dinner stay here tonight and then resume your journey first thing tomorrow you are a generous host herr von graeff but i really would like to press on if possible i have business meetings in massachusetts and must be in fall river by tuesday  ah a wonderful town fall river yes tell me how is the new railway doing i understand the esteemed mr borden opened the branch line just last year yes indeed said jonathan slowly the railway has been a smashing success in fact it is mr borden i have an appointment to see i have a business proposition for him that i think he will be quite excited about an entrepreneur exclaimed herr von graeff excellent i always enjoy conversing with a businessman especially you americans always such big ideas yes please let us carry on our conversation over dinner mister walker he continued pronouncing the butlers name with a v would you lead us to the dining hall yes herr von graeff,english,abovetopsecret.com,http://files.abovetopsecret.com/images/ats13.jpg,bs,Fake
jedi_hamster,2016-10-27T02:54:59.580+03:00,yet another proof of wrong touchscreen calibration,it will come for you all page  for a little halloween atmosphere i present this someones tale of woe has induced a poetic response for you to see end of life will come for you all but it will never come for me for i will live on eternally with the life forces i will get from you it will happen to you all one day or night there is nothing to avoid it you can do i will be empowered evermore even from your last breath i will live forever more for i am known as death,english,abovetopsecret.com,http://files.abovetopsecret.com/images/ats16.jpg,bs,Fake
PrairieShepherd,2016-10-27T02:55:00.542+03:00,master of the estate,to pander to hispanics hillary states some whoppers on univision page  link ah hillary you change your accent depending on who you talk to you tell blacks in an interview you carry hot sauce everywhere you try to appeal to native americans with elizabeth warren hahahaha but for her this is a low using her own grandchildit isnt the first time she has used the grandchild either it was the excuse for bill and loretta also link first when asked she says her favorite food is mexican in an article this year for thrillist detailing her favorite restaurants in the state of the new york clinton listed raos italian northern lights creamery gelato ice cream langes little store sandwiches charlie the butchers meat and others but she didnt list a single mexican establishment second she went on to tell the hosts her  yo granddaughter is learning spanish really i mean she should have walked on stage with an el chapo tshirt a sombrero and a six pack of sol for goodness sake now i know this is not a big deal but stop and think she is pathological is that who we really want in the white house someone who will say anything to anybody in order to get them to agree using your grandchild to pander to a voting block she is nasty if i was hispanic this may not drive me to vote trump even though they should and will i certainly would not vote for someone as fake as she is only good thing was she got a bottle of tequila for her birthday i am sure bills foot massagers in his library will love it edit on pmpmf t by matafuchs because no reason given edit on pmpmf t by matafuchs because no reason given,english,abovetopsecret.com,http://files.abovetopsecret.com/images/ats6.jpg,bs,Fake
SyxPak,2016-10-27T02:55:02.683+03:00,it will come for you all,a reply to windword shall i post videos of hillary laughing at death and mayhem they are both terrible people period end of story a vote for either one is a vote for idiocy hillary was heard calling mentally challenged children fg reetards and caught on record blurting out the terms stupid ke and fing jew bd your hypocrisy is showing again edit on  by thesungod because no reason given,english,abovetopsecret.com,http://files.abovetopsecret.com/images/ats16.jpg,bs,Fake
